Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCO07,OUT017,3805.9486041666687
FDJ10,OUT010,207.13050352504652
FDW36,OUT017,1673.9839872860641
FDW21,OUT010,207.13050352504652
FDY19,OUT017,1892.066144516128
DRE03,OUT013,790.3307954098364
NCC55,OUT049,646.0888157894739
FDH52,OUT010,207.13050352504652
FDO09,OUT017,4125.174474540677
FDU43,OUT045,3805.9486041666687
FDX09,OUT010,471.3068466911769
FDH40,OUT019,207.13050352504652
FDW58,OUT017,1673.9839872860641
FDC47,OUT017,3549.850947508305
NCR41,OUT035,1559.9736407643313
DRG49,OUT035,3549.850947508305
FDC52,OUT027,5041.821497446808
FDY13,OUT046,1068.506765834932
FDY35,OUT013,790.3307954098364
FDI35,OUT017,3190.643467582418
NCU18,OUT049,2117.4513803278687
FDY33,OUT018,2633.8398439024368
FDC15,OUT027,5041.821497446808
FDU01,OUT049,3190.643467582418
NCU42,OUT046,2633.8398439024368
NCV29,OUT018,2843.569789215686
NCY30,OUT017,3190.643467582418
FDQ46,OUT049,1673.9839872860641
FDG58,OUT027,5041.821497446808
FDK33,OUT017,3805.9486041666687
NCD07,OUT045,1892.066144516128
NCX29,OUT027,5041.821497446808
NCT42,OUT013,2432.6625807321775
DRN59,OUT035,790.3307954098364
FDI44,OUT035,1349.5129043321297
FDA45,OUT049,2843.569789215686
FDP31,OUT045,1068.506765834932
FDY01,OUT046,1892.066144516128
FDT09,OUT018,2117.4513803278687
DRH03,OUT027,2846.4008225165558
FDA36,OUT018,3190.643467582418
NCF31,OUT017,2432.6625807321775
FDG14,OUT049,2432.6625807321775
FDG28,OUT027,5041.821497446808
FDU14,OUT049,4125.174474540677
FDY47,OUT019,207.13050352504652
FDI56,OUT049,1349.5129043321297
DRD01,OUT013,1068.506765834932
FDM22,OUT046,1068.506765834932
FDH33,OUT013,646.0888157894739
DRZ24,OUT013,1892.066144516128
NCQ38,OUT046,1673.9839872860641
FDO16,OUT027,2846.4008225165558
FDU07,OUT027,5041.821497446808
NCB07,OUT013,3011.5252991596617
FDU48,OUT045,2117.4513803278687
NCM43,OUT045,2633.8398439024368
FDR31,OUT010,471.3068466911769
DRK49,OUT018,646.0888157894739
NCI30,OUT010,471.3068466911769
DRD60,OUT017,3190.643467582418
NCG19,OUT046,3549.850947508305
FDH12,OUT035,1673.9839872860641
FDM32,OUT035,1349.5129043321297
FDM27,OUT035,2432.6625807321775
NCU53,OUT027,5041.821497446808
NCQ18,OUT046,1559.9736407643313
FDS10,OUT013,2843.569789215686
FDB33,OUT027,5041.821497446808
FDI12,OUT013,1349.5129043321297
NCW42,OUT013,3805.9486041666687
NCC06,OUT018,2117.4513803278687
FDW02,OUT017,2006.470742319749
NCD43,OUT017,1673.9839872860641
FDM57,OUT018,1349.5129043321297
FDA58,OUT017,3549.850947508305
FDK56,OUT046,3190.643467582418
FDP52,OUT045,3805.9486041666687
FDW20,OUT018,2117.4513803278687
FDS52,OUT049,1559.9736407643313
NCT29,OUT018,1892.066144516128
NCL54,OUT013,2843.569789215686
FDC05,OUT045,3011.5252991596617
FDF34,OUT035,3011.5252991596617
FDP03,OUT027,2846.4008225165558
FDD32,OUT010,207.13050352504652
FDZ10,OUT045,2117.4513803278687
FDZ40,OUT035,1068.506765834932
FDD51,OUT018,790.3307954098364
NCY30,OUT019,471.3068466911769
FDP58,OUT017,3549.850947508305
FDV49,OUT017,4125.174474540677
FDY24,OUT019,207.13050352504652
NCO55,OUT017,1673.9839872860641
FDR13,OUT017,1892.066144516128
FDS51,OUT017,1068.506765834932
FDP26,OUT045,1673.9839872860641
NCB54,OUT027,2846.4008225165558
FDF32,OUT017,3011.5252991596617
FDN31,OUT018,3190.643467582418
DRM48,OUT017,646.0888157894739
FDN20,OUT049,2633.8398439024368
DRL01,OUT046,3805.9486041666687
FDV56,OUT049,1673.9839872860641
DRH13,OUT027,2846.4008225165558
FDA03,OUT017,2432.6625807321775
FDF47,OUT027,5041.821497446808
FDX32,OUT046,2432.6625807321775
FDX57,OUT049,1559.9736407643313
NCA30,OUT045,3011.5252991596617
FDO49,OUT013,790.3307954098364
FDL04,OUT019,207.13050352504652
DRM48,OUT035,646.0888157894739
FDR16,OUT013,3549.850947508305
NCC19,OUT018,3011.5252991596617
NCE42,OUT045,3805.9486041666687
FDY24,OUT017,1068.506765834932
FDH19,OUT049,2843.569789215686
FDJ46,OUT013,2843.569789215686
FDN45,OUT010,471.3068466911769
FDY08,OUT035,2006.470742319749
FDZ37,OUT035,1349.5129043321297
NCT30,OUT045,790.3307954098364
DRY23,OUT018,646.0888157894739
NCZ30,OUT018,2006.470742319749
FDC44,OUT018,1892.066144516128
FDB45,OUT035,1673.9839872860641
FDY04,OUT013,2633.8398439024368
FDM27,OUT046,2633.8398439024368
FDZ43,OUT017,3805.9486041666687
FDT39,OUT019,471.3068466911769
NCC06,OUT019,207.13050352504652
FDL15,OUT027,5041.821497446808
FDL57,OUT017,4125.174474540677
FDU08,OUT046,1559.9736407643313
FDK40,OUT017,4125.174474540677
FDQ12,OUT010,471.3068466911769
FDS48,OUT017,2432.6625807321775
FDP09,OUT045,3805.9486041666687
FDW21,OUT049,1559.9736407643313
FDY25,OUT035,3190.643467582418
DRE13,OUT017,1349.5129043321297
FDV43,OUT019,207.13050352504652
FDD22,OUT045,1673.9839872860641
FDM46,OUT019,207.13050352504652
NCO30,OUT010,471.3068466911769
FDM25,OUT046,2843.569789215686
NCN41,OUT049,2117.4513803278687
FDU24,OUT045,1349.5129043321297
FDZ50,OUT046,3190.643467582418
FDP45,OUT013,4125.174474540677
NCM54,OUT045,2117.4513803278687
FDW10,OUT019,471.3068466911769
FDP20,OUT017,2117.4513803278687
FDK32,OUT046,2432.6625807321775
FDN52,OUT049,1349.5129043321297
FDM58,OUT045,1673.9839872860641
FDZ46,OUT027,2846.4008225165558
NCA18,OUT018,1892.066144516128
FDD35,OUT046,2006.470742319749
NCK31,OUT035,790.3307954098364
FDI40,OUT027,2846.4008225165558
FDT50,OUT019,207.13050352504652
NCT06,OUT046,2633.8398439024368
FDT31,OUT035,3190.643467582418
FDT45,OUT049,1068.506765834932
FDT13,OUT045,3190.643467582418
FDO50,OUT045,1349.5129043321297
NCU18,OUT010,207.13050352504652
NCR54,OUT049,3011.5252991596617
NCO18,OUT018,2843.569789215686
FDU09,OUT045,1068.506765834932
FDT13,OUT018,3190.643467582418
FDE09,OUT046,1673.9839872860641
NCK53,OUT019,207.13050352504652
FDG45,OUT049,3805.9486041666687
DRH15,OUT035,790.3307954098364
FDO21,OUT019,471.3068466911769
FDD14,OUT027,5041.821497446808
FDC09,OUT046,1673.9839872860641
FDH45,OUT027,646.0888157894739
FDV32,OUT046,1068.506765834932
FDG12,OUT035,1892.066144516128
FDS32,OUT013,2117.4513803278687
NCL55,OUT018,4125.174474540677
DRE01,OUT035,3549.850947508305
DRE15,OUT049,1349.5129043321297
NCL42,OUT045,3805.9486041666687
FDP31,OUT013,1068.506765834932
FDN33,OUT018,1349.5129043321297
FDZ59,OUT046,2633.8398439024368
FDE45,OUT010,471.3068466911769
FDJ07,OUT013,1892.066144516128
FDQ45,OUT018,3190.643467582418
FDM33,OUT027,5041.821497446808
FDO15,OUT010,207.13050352504652
FDM46,OUT013,1349.5129043321297
FDR03,OUT045,3805.9486041666687
FDY49,OUT018,2633.8398439024368
FDQ60,OUT045,1892.066144516128
FDW10,OUT049,2843.569789215686
FDO51,OUT049,790.3307954098364
FDJ40,OUT018,1673.9839872860641
FDS20,OUT018,3190.643467582418
FDU45,OUT013,1892.066144516128
FDV02,OUT035,2633.8398439024368
FDN09,OUT046,3805.9486041666687
NCM55,OUT027,5041.821497446808
FDN23,OUT018,2432.6625807321775
FDY31,OUT010,471.3068466911769
FDW03,OUT010,207.13050352504652
FDD14,OUT046,3190.643467582418
FDV23,OUT017,2006.470742319749
DRI03,OUT045,2843.569789215686
FDN13,OUT035,1559.9736407643313
FDF45,OUT027,1068.506765834932
FDU46,OUT035,1349.5129043321297
FDB57,OUT049,3805.9486041666687
FDV12,OUT049,1559.9736407643313
FDQ58,OUT013,2432.6625807321775
NCA18,OUT017,1892.066144516128
FDH52,OUT049,1068.506765834932
FDM24,OUT018,2432.6625807321775
NCP43,OUT027,5041.821497446808
NCO18,OUT019,471.3068466911769
FDM32,OUT017,1349.5129043321297
NCL07,OUT017,646.0888157894739
FDK03,OUT013,4125.174474540677
FDP59,OUT017,1673.9839872860641
FDQ24,OUT049,4125.174474540677
FDQ16,OUT018,1673.9839872860641
FDU44,OUT013,2633.8398439024368
FDH28,OUT010,207.13050352504652
FDV28,OUT019,207.13050352504652
FDM22,OUT045,1068.506765834932
FDR56,OUT046,3011.5252991596617
FDV39,OUT049,3011.5252991596617
FDU37,OUT019,207.13050352504652
FDQ11,OUT010,471.3068466911769
FDX02,OUT045,3805.9486041666687
NCS42,OUT018,1349.5129043321297
FDY57,OUT027,2846.4008225165558
FDB21,OUT049,3549.850947508305
FDE28,OUT017,3549.850947508305
FDQ55,OUT017,1892.066144516128
FDA48,OUT049,3549.850947508305
FDZ19,OUT045,2843.569789215686
NCC43,OUT045,4125.174474540677
NCV18,OUT046,1349.5129043321297
NCA42,OUT018,2633.8398439024368
FDY45,OUT046,4125.174474540677
NCC30,OUT045,2843.569789215686
FDM57,OUT013,1349.5129043321297
FDL09,OUT010,471.3068466911769
FDB09,OUT027,2846.4008225165558
FDT44,OUT035,1892.066144516128
NCT06,OUT027,5041.821497446808
FDX26,OUT049,3190.643467582418
FDK32,OUT013,2432.6625807321775
DRA12,OUT046,2006.470742319749
FDO46,OUT010,471.3068466911769
FDE52,OUT013,1349.5129043321297
NCH42,OUT045,3805.9486041666687
FDV08,OUT035,646.0888157894739
FDB47,OUT018,3549.850947508305
FDC28,OUT010,207.13050352504652
FDD22,OUT046,1892.066144516128
FDS07,OUT027,2846.4008225165558
DRI13,OUT045,3805.9486041666687
FDG32,OUT018,3549.850947508305
FDU14,OUT017,4125.174474540677
FDD28,OUT019,207.13050352504652
NCP41,OUT017,1673.9839872860641
FDS08,OUT049,2843.569789215686
FDX47,OUT045,2633.8398439024368
FDC53,OUT019,207.13050352504652
FDQ19,OUT035,3805.9486041666687
FDL14,OUT045,2432.6625807321775
FDM33,OUT019,471.3068466911769
FDA51,OUT045,1892.066144516128
FDZ27,OUT018,790.3307954098364
FDT04,OUT046,646.0888157894739
DRC13,OUT049,2006.470742319749
FDR16,OUT027,5041.821497446808
FDQ03,OUT027,5041.821497446808
FDE38,OUT035,2633.8398439024368
DRH23,OUT027,1068.506765834932
FDT11,OUT019,471.3068466911769
FDD09,OUT035,2843.569789215686
FDR40,OUT045,1349.5129043321297
FDX07,OUT017,3190.643467582418
FDR07,OUT035,1559.9736407643313
FDA51,OUT017,1892.066144516128
FDT59,OUT019,471.3068466911769
FDF20,OUT017,3011.5252991596617
FDR13,OUT045,1892.066144516128
FDY26,OUT049,3805.9486041666687
FDW04,OUT017,2006.470742319749
FDK52,OUT017,3549.850947508305
FDN60,OUT049,2633.8398439024368
FDM09,OUT019,471.3068466911769
FDP46,OUT049,1349.5129043321297
FDB50,OUT019,207.13050352504652
NCQ29,OUT049,4125.174474540677
FDP16,OUT027,5041.821497446808
FDX33,OUT018,2633.8398439024368
FDP07,OUT010,471.3068466911769
FDN22,OUT046,4125.174474540677
FDF39,OUT049,4125.174474540677
FDS21,OUT017,1068.506765834932
NCM42,OUT013,1673.9839872860641
FDK50,OUT019,471.3068466911769
DRF13,OUT027,5041.821497446808
FDH35,OUT018,2633.8398439024368
FDP60,OUT018,1559.9736407643313
DRJ49,OUT027,2846.4008225165558
NCT42,OUT019,471.3068466911769
FDE38,OUT049,2633.8398439024368
FDI04,OUT049,3011.5252991596617
NCH54,OUT045,2633.8398439024368
FDT56,OUT049,1068.506765834932
DRD15,OUT018,3805.9486041666687
FDV58,OUT013,3011.5252991596617
FDP21,OUT049,3190.643467582418
FDH05,OUT013,3549.850947508305
FDR10,OUT027,5041.821497446808
NCP06,OUT045,2432.6625807321775
FDF33,OUT049,1673.9839872860641
DRK37,OUT013,3190.643467582418
DRH49,OUT045,1349.5129043321297
FDT58,OUT013,2633.8398439024368
FDD41,OUT018,1673.9839872860641
FDP40,OUT018,1673.9839872860641
FDM51,OUT027,2846.4008225165558
FDO45,OUT010,207.13050352504652
FDW33,OUT010,207.13050352504652
FDY24,OUT045,1068.506765834932
FDB10,OUT010,471.3068466911769
FDM40,OUT035,2006.470742319749
NCI06,OUT017,3190.643467582418
FDW12,OUT019,471.3068466911769
FDX48,OUT027,5041.821497446808
NCW05,OUT027,2846.4008225165558
FDX27,OUT017,1559.9736407643313
DRM37,OUT045,3011.5252991596617
FDA38,OUT045,3805.9486041666687
FDR36,OUT046,646.0888157894739
FDZ45,OUT046,3011.5252991596617
FDG05,OUT017,2633.8398439024368
FDK28,OUT013,4125.174474540677
FDV47,OUT045,1349.5129043321297
FDN21,OUT045,2633.8398439024368
FDP20,OUT027,2846.4008225165558
FDI35,OUT045,3190.643467582418
DRY23,OUT013,646.0888157894739
FDA56,OUT017,2006.470742319749
FDB09,OUT013,2117.4513803278687
NCO26,OUT027,2846.4008225165558
FDQ49,OUT018,2432.6625807321775
FDI52,OUT027,2846.4008225165558
FDZ44,OUT027,2846.4008225165558
FDZ09,OUT018,2633.8398439024368
FDY03,OUT049,1892.066144516128
NCG42,OUT017,2117.4513803278687
DRI13,OUT027,5041.821497446808
FDQ32,OUT013,2117.4513803278687
FDW16,OUT035,1349.5129043321297
FDU27,OUT046,790.3307954098364
FDR28,OUT010,471.3068466911769
FDQ49,OUT010,471.3068466911769
FDS37,OUT046,1892.066144516128
FDW26,OUT018,3549.850947508305
FDX12,OUT018,3805.9486041666687
NCP06,OUT013,2432.6625807321775
FDW45,OUT010,471.3068466911769
NCN30,OUT049,1559.9736407643313
FDN24,OUT049,1068.506765834932
NCL41,OUT027,646.0888157894739
FDR02,OUT019,207.13050352504652
FDD09,OUT010,471.3068466911769
FDS33,OUT010,207.13050352504652
FDU22,OUT045,1892.066144516128
FDI53,OUT013,2633.8398439024368
DRH01,OUT049,2843.569789215686
FDX32,OUT013,2117.4513803278687
NCP30,OUT018,646.0888157894739
FDB60,OUT045,3011.5252991596617
FDB14,OUT049,1349.5129043321297
NCP02,OUT035,1068.506765834932
FDJ10,OUT017,2006.470742319749
FDG34,OUT046,1673.9839872860641
NCB18,OUT017,1349.5129043321297
FDM16,OUT049,1068.506765834932
FDW25,OUT018,1349.5129043321297
FDB35,OUT010,207.13050352504652
DRN11,OUT013,2006.470742319749
FDF41,OUT019,471.3068466911769
FDH16,OUT045,1349.5129043321297
NCQ50,OUT018,3805.9486041666687
DRH23,OUT018,1068.506765834932
DRJ37,OUT013,2432.6625807321775
DRJ24,OUT027,5041.821497446808
FDY16,OUT035,3190.643467582418
FDQ27,OUT045,1673.9839872860641
FDZ33,OUT045,2432.6625807321775
FDF29,OUT045,2117.4513803278687
FDA08,OUT049,2633.8398439024368
FDG31,OUT046,1068.506765834932
FDE34,OUT019,471.3068466911769
NCR30,OUT027,1068.506765834932
FDV33,OUT035,4125.174474540677
DRZ24,OUT018,2006.470742319749
NCL54,OUT035,2843.569789215686
FDR12,OUT049,2843.569789215686
NCC54,OUT046,3549.850947508305
DRN59,OUT013,790.3307954098364
FDX50,OUT019,207.13050352504652
FDV31,OUT027,5041.821497446808
NCA29,OUT027,5041.821497446808
FDW60,OUT049,2843.569789215686
FDX08,OUT017,3190.643467582418
DRD49,OUT013,3549.850947508305
FDD33,OUT046,3549.850947508305
FDW35,OUT013,646.0888157894739
FDJ36,OUT017,1673.9839872860641
FDV51,OUT035,2633.8398439024368
FDW36,OUT046,1673.9839872860641
FDH35,OUT046,2633.8398439024368
NCS30,OUT027,2846.4008225165558
FDN49,OUT017,646.0888157894739
FDL08,OUT018,3805.9486041666687
FDI09,OUT013,3549.850947508305
FDP19,OUT018,2006.470742319749
FDU21,OUT010,207.13050352504652
NCP41,OUT045,1673.9839872860641
FDY10,OUT013,1892.066144516128
FDP12,OUT018,646.0888157894739
NCN26,OUT049,1892.066144516128
FDK44,OUT013,2843.569789215686
FDC28,OUT049,1673.9839872860641
FDJ41,OUT027,5041.821497446808
NCT29,OUT035,2006.470742319749
NCH42,OUT019,471.3068466911769
FDU60,OUT018,2633.8398439024368
FDS02,OUT045,3011.5252991596617
FDC51,OUT046,2006.470742319749
FDU03,OUT013,3190.643467582418
FDX39,OUT045,3805.9486041666687
NCY05,OUT010,207.13050352504652
NCL06,OUT027,5041.821497446808
FDD32,OUT035,1349.5129043321297
NCN41,OUT045,2117.4513803278687
NCX53,OUT049,2117.4513803278687
FDU57,OUT019,471.3068466911769
FDQ23,OUT046,1673.9839872860641
FDQ52,OUT045,4125.174474540677
FDC14,OUT045,646.0888157894739
FDY09,OUT035,2843.569789215686
FDQ28,OUT045,2432.6625807321775
FDV25,OUT046,3805.9486041666687
FDJ07,OUT035,1892.066144516128
DRB25,OUT049,1673.9839872860641
FDK52,OUT019,471.3068466911769
FDY52,OUT027,1068.506765834932
FDB28,OUT046,3011.5252991596617
FDT36,OUT035,646.0888157894739
FDV25,OUT017,3805.9486041666687
NCN07,OUT027,2846.4008225165558
FDC57,OUT017,3011.5252991596617
FDQ03,OUT018,3549.850947508305
FDU23,OUT017,2633.8398439024368
NCX41,OUT035,3805.9486041666687
NCD06,OUT035,790.3307954098364
FDW08,OUT045,1673.9839872860641
NCU29,OUT017,2432.6625807321775
NCE06,OUT013,2633.8398439024368
FDV52,OUT010,207.13050352504652
FDB02,OUT017,2843.569789215686
NCR18,OUT045,646.0888157894739
FDK16,OUT049,1559.9736407643313
NCQ29,OUT010,471.3068466911769
FDZ01,OUT019,207.13050352504652
FDW27,OUT035,2633.8398439024368
FDD17,OUT018,3805.9486041666687
FDW39,OUT013,2843.569789215686
DRH59,OUT045,1068.506765834932
FDS52,OUT013,1559.9736407643313
FDU40,OUT027,5041.821497446808
NCF54,OUT013,2843.569789215686
FDH46,OUT045,1673.9839872860641
NCP14,OUT049,1673.9839872860641
FDH50,OUT049,3190.643467582418
DRF15,OUT010,471.3068466911769
FDV27,OUT027,2846.4008225165558
NCJ06,OUT049,2117.4513803278687
FDN02,OUT018,3549.850947508305
FDQ51,OUT049,790.3307954098364
FDQ07,OUT017,3549.850947508305
FDS45,OUT049,1673.9839872860641
NCJ06,OUT045,2117.4513803278687
FDD36,OUT035,1892.066144516128
FDY25,OUT045,3190.643467582418
FDU52,OUT046,2432.6625807321775
DRK47,OUT017,3549.850947508305
NCL30,OUT017,2117.4513803278687
FDN22,OUT035,4125.174474540677
NCF30,OUT027,2846.4008225165558
FDK03,OUT035,4125.174474540677
FDT45,OUT017,1068.506765834932
NCC54,OUT027,5041.821497446808
