Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDL26,OUT046,2454.739112362932
NCZ42,OUT046,3766.0619105128344
DRI47,OUT019,427.2555905993454
FDW40,OUT013,2318.82873214365
FDN34,OUT046,2755.5577950967886
FDS01,OUT035,2994.121459203321
NCG55,OUT045,1776.765176624516
FDC11,OUT035,1536.3172673492518
FDX35,OUT018,3350.9039267232783
NCB06,OUT046,2518.6643654632917
FDR09,OUT019,2192.393036277171
FDC53,OUT017,1691.1661000777567
FDY45,OUT013,4077.999661440257
FDA22,OUT010,756.118821847274
FDE02,OUT035,1671.6783076598626
FDW21,OUT045,1627.323986321327
FDV34,OUT046,1267.6932546059172
FDS59,OUT049,1906.0275448645393
NCW17,OUT017,2135.8206444646307
NCK54,OUT046,1866.3368334569818
FDG17,OUT019,2016.4512629722153
FDG35,OUT017,2915.9764657616042
FDD08,OUT010,-1251.7585430923627
NCO07,OUT017,3438.9969553542305
FDJ10,OUT010,266.4598569755309
FDW36,OUT017,1785.7642867772124
FDW21,OUT010,-204.07306206964927
FDY19,OUT017,2003.1094449728207
DRE03,OUT013,813.5358507019303
NCC55,OUT049,724.9856979270147
FDH52,OUT010,-810.9059067177348
FDO09,OUT017,4307.020113359047
FDU43,OUT045,3759.523604861807
FDX09,OUT010,866.4774655658052
FDH40,OUT019,-512.8501986435838
FDW58,OUT017,1801.6205035199707
FDC47,OUT017,3680.983011305788
NCR41,OUT035,1626.0832752405959
DRG49,OUT035,3995.7995148198343
FDC52,OUT027,3940.417245495254
FDY13,OUT046,1231.1076380911484
FDY35,OUT013,832.938883164906
FDI35,OUT017,2997.5695073663264
NCU18,OUT049,2331.152069947444
FDY33,OUT018,2284.2952193320784
FDC15,OUT027,3925.545465370421
FDU01,OUT049,3119.2708010795272
NCU42,OUT046,2685.249706568104
NCV29,OUT018,2533.081540330348
NCY30,OUT017,2987.9997817425715
FDQ46,OUT049,1893.4788040832786
FDG58,OUT027,3940.279872468259
FDK33,OUT017,3494.4528662087255
NCD07,OUT045,1767.107170386029
NCX29,OUT027,3720.187186009935
NCT42,OUT013,2386.0193136783987
DRN59,OUT035,899.6593800256874
FDI44,OUT035,1421.1415408566909
FDA45,OUT049,2897.6693846803087
FDP31,OUT045,1024.2999455457623
FDY01,OUT046,1865.265465082578
FDT09,OUT018,1910.260172004308
DRH03,OUT027,2986.2637010007156
FDA36,OUT018,2710.3950975503603
NCF31,OUT017,2527.6651859033536
FDG14,OUT049,2562.9275096604197
FDG28,OUT027,5378.350139768699
FDU14,OUT049,4055.6191739879705
FDY47,OUT019,246.9267645460091
FDI56,OUT049,1558.6153379231012
DRD01,OUT013,997.6782148641696
FDM22,OUT046,977.7787573985179
FDH33,OUT013,730.401261814477
DRZ24,OUT013,1913.1203541280993
NCQ38,OUT046,1682.3915491846653
FDO16,OUT027,2831.7360759936128
FDU07,OUT027,3832.493595077966
NCB07,OUT013,3080.4555915137016
FDU48,OUT045,2046.1067495312113
NCM43,OUT045,2544.494454728634
FDR31,OUT010,444.8148293634496
DRK49,OUT018,414.04783500362464
NCI30,OUT010,1919.2165913503823
DRD60,OUT017,2970.6419417748516
NCG19,OUT046,3663.233165590823
FDH12,OUT035,1803.8828504162138
FDM32,OUT035,1639.7102568544083
FDM27,OUT035,2649.2461211557015
NCU53,OUT027,4079.78075127334
NCQ18,OUT046,1551.30195536089
FDS10,OUT013,2882.475170775757
FDB33,OUT027,3973.653354201556
FDI12,OUT013,1462.8149219061854
NCW42,OUT013,3505.8163245511428
NCC06,OUT018,1764.9105275206948
FDW02,OUT017,2179.608772977301
NCD43,OUT017,1774.9963550468733
FDM57,OUT018,1117.5410554264447
FDA58,OUT017,3838.5733723246904
FDK56,OUT046,2922.707067755874
FDP52,OUT045,3649.2652770166383
FDW20,OUT018,1690.5522927106088
FDS52,OUT049,1739.9740775408866
NCT29,OUT018,1620.4503178993452
NCL54,OUT013,2804.1441105047275
FDC05,OUT045,3110.1056522581634
FDF34,OUT035,3328.459758008275
FDP03,OUT027,3491.3984878346687
FDD32,OUT010,-509.1631678027336
FDZ10,OUT045,1991.6773474375273
FDZ40,OUT035,1056.2671898757317
FDD51,OUT018,449.2418862144325
NCY30,OUT019,942.739350331889
FDP58,OUT017,3503.209486453107
FDV49,OUT017,4288.84358121379
FDY24,OUT019,-1019.5582599518282
NCO55,OUT017,1794.7221398535748
FDR13,OUT017,2035.992604672244
FDS51,OUT017,1138.1262386548917
FDP26,OUT045,1600.536485630928
NCB54,OUT027,3496.009357609183
FDF32,OUT017,3227.200017356943
FDN31,OUT018,2724.8533821153223
DRM48,OUT017,690.9707899503734
FDN20,OUT049,2795.3780004067457
DRL01,OUT046,3730.6947079702195
FDV56,OUT049,1885.0384575420412
DRH13,OUT027,3179.9060095296427
FDA03,OUT017,2476.363307480764
FDF47,OUT027,4981.998453024407
FDX32,OUT046,2371.6843618507246
FDX57,OUT049,1706.8055679207919
NCA30,OUT045,2874.3325636647783
FDO49,OUT013,913.6115876047268
FDL04,OUT019,-232.80019118131457
DRM48,OUT035,750.5400425770192
FDR16,OUT013,3430.1716936039725
NCC19,OUT018,2746.9121967213314
NCE42,OUT045,3638.0805462730314
FDY24,OUT017,1046.6350075009614
FDH19,OUT049,2893.226211487266
FDJ46,OUT013,2795.1365125976836
FDN45,OUT010,1604.5456100828756
FDY08,OUT035,2396.4967708968666
FDZ37,OUT035,1613.4107438391247
NCT30,OUT045,667.3557127829129
DRY23,OUT018,451.78510425548166
NCZ30,OUT018,1664.625807019191
FDC44,OUT018,1512.7904210253876
FDB45,OUT035,1840.6866504149166
FDY04,OUT013,2678.66176690736
FDM27,OUT046,2491.9688036366374
FDZ43,OUT017,3964.8285985296097
FDT39,OUT019,575.771658340941
NCC06,OUT019,89.84707822681645
FDL15,OUT027,3903.8909230150985
FDL57,OUT017,4212.603484753669
FDU08,OUT046,1608.4615322546817
FDK40,OUT017,4288.176721581557
FDQ12,OUT010,1720.6021984450576
FDS48,OUT017,2525.190629478643
FDP09,OUT045,3295.9696598563924
FDW21,OUT049,1765.669638363327
FDY25,OUT035,3031.3798417066573
DRE13,OUT017,1491.2750309899236
FDV43,OUT019,-1185.4979057420337
FDD22,OUT045,1720.7347766424198
FDM46,OUT019,-452.17739920889557
NCO30,OUT010,1011.7992355118383
FDM25,OUT046,2810.74643912782
NCN41,OUT049,2042.206796227008
FDU24,OUT045,1468.3533046158848
FDZ50,OUT046,2959.2909067412365
FDP45,OUT013,4056.1887075102686
NCM54,OUT045,1927.0907885508027
FDW10,OUT019,880.8459242815575
FDP20,OUT017,2155.0293481059166
FDK32,OUT046,2457.9654317284685
FDN52,OUT049,1548.8508866242312
FDM58,OUT045,1781.4520266668762
FDZ46,OUT027,3232.144382542752
NCA18,OUT018,1582.4829566590768
FDD35,OUT046,1967.776254907486
NCK31,OUT035,958.296425126943
FDI40,OUT027,3099.9882837660566
FDT50,OUT019,-300.6934741351137
NCT06,OUT046,2600.6001745779945
FDT31,OUT035,3139.0940727930856
FDT45,OUT049,984.2368309539904
FDT13,OUT045,2915.10237417763
FDO50,OUT045,1400.5641206329117
NCU18,OUT010,307.6656044705521
NCR54,OUT049,3154.503182434834
NCO18,OUT018,2541.079808747748
FDU09,OUT045,914.559129032612
FDT13,OUT018,2714.207970386923
FDE09,OUT046,1821.3705999962053
NCK53,OUT019,-284.45003198962513
FDG45,OUT049,3498.09022228719
DRH15,OUT035,875.8399053868591
FDO21,OUT019,1716.0693910949594
FDD14,OUT027,4313.2734977394475
FDC09,OUT046,1713.4781179236859
FDH45,OUT027,2215.43200644669
FDV32,OUT046,1067.6714684349329
FDG12,OUT035,2123.74781841563
FDS32,OUT013,2324.2053344020296
NCL55,OUT018,3663.888481187383
DRE01,OUT035,3945.3799326785756
DRE15,OUT049,1351.7746335757438
NCL42,OUT045,3809.433804436485
FDP31,OUT013,1097.219893198254
FDN33,OUT018,1270.270148669021
FDZ59,OUT046,2661.0720814502847
FDE45,OUT010,928.1818623843901
FDJ07,OUT013,1951.2635219880176
FDQ45,OUT018,2717.0799904353676
FDM33,OUT027,4911.981968888499
FDO15,OUT010,-609.0872061846092
FDM46,OUT013,1503.8275127305471
FDR03,OUT045,3251.6229656245737
FDY49,OUT018,2431.6459215701566
FDQ60,OUT045,1874.7406033235516
FDW10,OUT049,2912.603981952481
FDO51,OUT049,907.2319948903444
FDJ40,OUT018,1525.8001173538971
FDS20,OUT018,2624.5206363621423
FDU45,OUT013,1892.2882768409431
FDV02,OUT035,2838.7234750473585
FDN09,OUT046,3837.2937164595774
NCM55,OUT027,4384.709611344434
FDN23,OUT018,2079.600186737171
FDY31,OUT010,414.2978272551237
FDW03,OUT010,-131.32558862564224
FDD14,OUT046,2876.753513078861
FDV23,OUT017,2107.4648958791295
DRI03,OUT045,2723.455132823854
FDN13,OUT035,1719.6714497182334
FDF45,OUT027,2500.6894334655785
FDU46,OUT035,1627.7571226395776
FDB57,OUT049,3671.7019511833873
FDV12,OUT049,1770.3064600885357
FDQ58,OUT013,2459.907966984757
NCA18,OUT017,1943.2193886620048
FDH52,OUT049,1178.4594719683669
FDM24,OUT018,2164.113256976768
NCP43,OUT027,4309.764437533332
NCO18,OUT019,894.7645591997857
FDM32,OUT017,1561.1553224329327
NCL07,OUT017,735.3484927944482
FDK03,OUT013,4072.1822967261314
FDP59,OUT017,1797.3852993357993
FDQ24,OUT049,4075.1804136041374
FDQ16,OUT018,1492.0902744601628
FDU44,OUT013,2637.0854685993277
FDH28,OUT010,-1236.8451769580279
FDV28,OUT019,-1294.5195679891792
FDM22,OUT045,880.6490861267812
FDR56,OUT046,3142.6765142576496
FDV39,OUT049,3238.1701613349123
FDU37,OUT019,-567.47488556861
FDQ11,OUT010,2213.9509076748404
FDX02,OUT045,3469.1468249654736
NCS42,OUT018,1197.6193340461675
FDY57,OUT027,3010.149476424398
FDB21,OUT049,3897.7787389188206
FDE28,OUT017,3765.404347663252
FDQ55,OUT017,1986.2894377110279
FDA48,OUT049,3605.600871319073
FDZ19,OUT045,2698.702678139216
NCC43,OUT045,3883.8759651782248
NCV18,OUT046,1297.358178570718
NCA42,OUT018,2244.6727947118034
FDY45,OUT046,4056.6193792119475
NCC30,OUT045,2754.111179675706
FDM57,OUT013,1461.3138916573214
FDL09,OUT010,744.8555164219862
FDB09,OUT027,3453.199080328033
FDT44,OUT035,2039.3152896946453
NCT06,OUT027,4044.6640459791815
FDX26,OUT049,2999.6170897705606
FDK32,OUT013,2414.6269184022563
DRA12,OUT046,2273.3893951477035
FDO46,OUT010,1137.1687712951439
FDE52,OUT013,1495.68590157206
NCH42,OUT045,3556.0020886580764
FDV08,OUT035,872.7513865392193
FDB47,OUT018,3061.419188924604
FDC28,OUT010,-131.1179785216275
FDD22,OUT046,1820.6293245953443
FDS07,OUT027,3291.7184645883744
DRI13,OUT045,3360.4122779833942
FDG32,OUT018,3214.516663554173
FDU14,OUT017,4063.112073039825
FDD28,OUT019,-922.7362477173872
NCP41,OUT017,1852.3297784118836
FDS08,OUT049,2886.988096311707
FDX47,OUT045,2499.712614357761
FDC53,OUT019,-251.1046843368269
FDQ19,OUT035,4019.2334323889763
FDL14,OUT045,2458.623022960897
FDM33,OUT019,1554.770267890482
FDA51,OUT045,1770.27392858397
FDZ27,OUT018,558.257295033216
FDT04,OUT046,656.8362919368441
DRC13,OUT049,2138.358532309945
FDR16,OUT027,4882.415103833894
FDQ03,OUT027,5225.109251266931
FDE38,OUT035,2824.2057973239334
DRH23,OUT027,2347.2408263492257
FDT11,OUT019,1141.1635900480574
FDD09,OUT035,3012.549929307038
FDR40,OUT045,1333.39332771696
FDX07,OUT017,3072.188159158204
FDR07,OUT035,1704.608192243184
FDA51,OUT017,1957.9710731209534
FDT59,OUT019,1764.5907642294096
FDF20,OUT017,3207.80511165771
FDR13,OUT045,1835.7006514426184
FDY26,OUT049,3478.8790469992687
FDW04,OUT017,2232.613670088249
FDK52,OUT017,3685.651652139513
FDN60,OUT049,2591.8128933613043
FDM09,OUT019,848.3764317314804
FDP46,OUT049,1520.3468934671223
FDB50,OUT019,-658.9802768529933
NCQ29,OUT049,4143.947209692495
FDP16,OUT027,5334.2606548197355
FDX33,OUT018,2322.0687253726533
FDP07,OUT010,1181.4266328179242
FDN22,OUT046,3986.2787449064344
FDF39,OUT049,4292.1055487952835
FDS21,OUT017,1162.664502699944
NCM42,OUT013,1714.729189261259
FDK50,OUT019,719.2030161067605
DRF13,OUT027,3788.124221112084
FDH35,OUT018,2332.8388591848734
FDP60,OUT018,1332.1515575591127
DRJ49,OUT027,3531.9263752191923
NCT42,OUT019,457.0850266059724
FDE38,OUT049,2775.944043138566
FDI04,OUT049,3289.7571041492547
NCH54,OUT045,2416.331388819185
FDT56,OUT049,1102.0172175213963
DRD15,OUT018,3384.6009705290007
FDV58,OUT013,3121.135910775509
FDP21,OUT049,3128.053814522096
FDH05,OUT013,3748.0801601790113
FDR10,OUT027,4039.2611823131674
NCP06,OUT045,2290.8859332517445
FDF33,OUT049,1829.820574140163
DRK37,OUT013,3027.000721531661
DRH49,OUT045,1300.1059868309724
FDT58,OUT013,2691.6420760924975
FDD41,OUT018,1448.8015646109154
FDP40,OUT018,1560.0161090737718
FDM51,OUT027,3147.9125677518896
FDO45,OUT010,-455.887619978311
FDW33,OUT010,-216.7395885188746
FDY24,OUT045,902.9040390903576
FDB10,OUT010,1837.4280669011905
FDM40,OUT035,2381.334222557846
NCI06,OUT017,2954.877811595952
FDW12,OUT019,450.139535831152
FDX48,OUT027,3971.772473226669
NCW05,OUT027,3121.806260376723
FDX27,OUT017,1668.9786875034858
DRM37,OUT045,3046.6370032355057
FDA38,OUT045,3735.079980090918
FDR36,OUT046,714.3164399790383
FDZ45,OUT046,3151.295378028267
FDG05,OUT017,2667.5921583416257
FDK28,OUT013,4116.56867899082
FDV47,OUT045,1326.1562620809657
FDN21,OUT045,2481.354175496551
FDP20,OUT027,3541.4355218396036
FDI35,OUT045,2825.290520605977
DRY23,OUT013,675.0922680867177
FDA56,OUT017,2092.247734366636
FDB09,OUT013,2007.4472149507533
NCO26,OUT027,3302.99375560942
FDQ49,OUT018,2268.252500806424
FDI52,OUT027,3401.5240226628016
FDZ44,OUT027,3344.9558918990474
FDZ09,OUT018,2326.269899175843
FDY03,OUT049,1956.1905635619892
NCG42,OUT017,2129.975441323701
DRI13,OUT027,4897.061308976755
FDQ32,OUT013,2092.7214292929057
FDW16,OUT035,1669.2624355745565
FDU27,OUT046,800.9635506262821
FDR28,OUT010,738.8303406275228
FDQ49,OUT010,655.8755234527586
FDS37,OUT046,1879.9315681483945
FDW26,OUT018,3246.478480750908
FDX12,OUT018,3588.7332755918846
NCP06,OUT013,2410.3640270012106
FDW45,OUT010,411.2385016334398
NCN30,OUT049,1612.659459379265
FDN24,OUT049,968.1168412499192
NCL41,OUT027,1998.8489012867753
FDR02,OUT019,-117.4096101174245
FDD09,OUT010,977.4259841516619
FDS33,OUT010,-430.14642363466487
FDU22,OUT045,1843.5545093755331
FDI53,OUT013,2643.8327728621575
DRH01,OUT049,2861.25712186004
FDX32,OUT013,2347.76673545098
NCP30,OUT018,380.1845009984761
FDB60,OUT045,3052.0234513718447
FDB14,OUT049,1639.9538450092757
NCP02,OUT035,1088.6689479527945
FDJ10,OUT017,2376.975365089458
FDG34,OUT046,1845.036801237105
NCB18,OUT017,1505.2152583593238
FDM16,OUT049,1369.825436923671
FDW25,OUT018,1105.645582958781
FDB35,OUT010,-392.9018188203188
DRN11,OUT013,2273.910100728584
FDF41,OUT019,1982.5638931635367
FDH16,OUT045,1368.2177685575282
NCQ50,OUT018,3067.6899871776386
DRH23,OUT018,622.1358799155387
DRJ37,OUT013,2437.9982628772827
DRJ24,OUT027,4351.434631454009
FDY16,OUT035,3091.175225067271
FDQ27,OUT045,1683.552205177027
FDZ33,OUT045,2291.5010858427995
FDF29,OUT045,2091.7598057931123
FDA08,OUT049,2745.73834662352
FDG31,OUT046,1094.313812561643
FDE34,OUT019,1090.9012893725776
NCR30,OUT027,2626.8959466169513
FDV33,OUT035,4278.078727117243
DRZ24,OUT018,1659.7728145277508
NCL54,OUT035,2869.7113258549175
FDR12,OUT049,2902.2383336187563
NCC54,OUT046,3782.0395237775497
DRN59,OUT013,805.4588442896281
FDX50,OUT019,-132.56542687430823
FDV31,OUT027,4272.44798108982
NCA29,OUT027,4180.778857534313
FDW60,OUT049,2972.412779715314
FDX08,OUT017,3014.3755220910875
DRD49,OUT013,3721.161053791815
FDD33,OUT046,3644.23796790583
FDW35,OUT013,765.5332943775114
FDJ36,OUT017,1789.3799213972525
FDV51,OUT035,2800.438504866758
FDW36,OUT046,1719.5927200452763
FDH35,OUT046,2628.9629411042556
NCS30,OUT027,3509.8716356377213
FDN49,OUT017,782.5453161476702
FDL08,OUT018,3616.8469012449395
FDI09,OUT013,3846.0368905404302
FDP19,OUT018,1765.5209715740125
FDU21,OUT010,-1304.4891992080975
NCP41,OUT045,1650.4684481420943
FDY10,OUT013,1844.5301090145585
FDP12,OUT018,401.5244477552508
NCN26,OUT049,1947.3106105803063
FDK44,OUT013,2754.897453814442
FDC28,OUT049,1861.0831458517705
FDJ41,OUT027,5617.364345069905
NCT29,OUT035,2098.2184904056126
NCH42,OUT019,1696.2121237598503
FDU60,OUT018,2426.1373951873907
FDS02,OUT045,3018.0719810064115
FDC51,OUT046,2037.623120498315
FDU03,OUT013,2964.9817456145634
FDX39,OUT045,3334.164210231473
NCY05,OUT010,-1311.2195806851828
NCL06,OUT027,5522.754167716358
FDD32,OUT035,1511.364989375154
NCN41,OUT045,1874.299928164507
NCX53,OUT049,2341.8098237210497
FDU57,OUT019,519.6547002658372
FDQ23,OUT046,1694.373268032761
FDQ52,OUT045,3846.1781572961163
FDC14,OUT045,667.1843122034663
FDY09,OUT035,2965.2166051085337
FDQ28,OUT045,2470.9610942927184
FDV25,OUT046,3478.3781722448216
FDJ07,OUT035,2030.8436821638343
DRB25,OUT049,1789.0963116426767
FDK52,OUT019,1655.1008799107763
FDY52,OUT027,2509.441777484975
FDB28,OUT046,3132.4927905062914
FDT36,OUT035,751.9458221334912
FDV25,OUT017,3629.0508962254166
NCN07,OUT027,3519.4946372005425
FDC57,OUT017,3214.1675618384247
FDQ03,OUT018,3506.2756970590754
FDU23,OUT017,2776.85045817347
NCX41,OUT035,3494.3870798157836
NCD06,OUT035,892.0491769480425
FDW08,OUT045,1596.3699425472798
NCU29,OUT017,2377.0501054139745
NCE06,OUT013,2562.484008203659
FDV52,OUT010,-12.075404902298715
FDB02,OUT017,2969.082853597978
NCR18,OUT045,642.4294388070687
FDK16,OUT049,1648.3403154399994
NCQ29,OUT010,2118.294357903952
FDZ01,OUT019,-158.576815435965
FDW27,OUT035,2669.8949328141434
FDD17,OUT018,3497.6335463016812
FDW39,OUT013,2895.4082213460583
DRH59,OUT045,1106.5809771023858
FDS52,OUT013,1693.078039213806
FDU40,OUT027,4555.025717474811
NCF54,OUT013,2765.737160158665
FDH46,OUT045,1646.653919456128
NCP14,OUT049,1730.1493503940646
FDH50,OUT049,3102.6141285024833
DRF15,OUT010,525.1273573260288
FDV27,OUT027,2922.5042064979853
NCJ06,OUT049,2003.8734889510192
FDN02,OUT018,2975.38923125089
FDQ51,OUT049,930.5526382582825
FDQ07,OUT017,3665.2756894943473
FDS45,OUT049,1748.8960643025723
NCJ06,OUT045,1853.0796755798056
FDD36,OUT035,2040.775450456796
FDY25,OUT045,2841.6630483487547
FDU52,OUT046,2474.006866877869
DRK47,OUT017,3650.9257165893637
NCL30,OUT017,2134.986958167198
FDN22,OUT035,4141.478791814789
